id,source_idx,destination_idx,news_idx,is_fake_news,is_political_news
9344,221,488,978,True,False
9345,245,327,863,True,False
9346,494,429,184,False,True
9347,293,371,643,True,False
9348,99,457,134,True,False
9349,479,372,359,True,True
9350,335,399,446,True,False
9351,123,299,973,False,False
9352,412,142,731,True,True
9353,289,428,820,True,True
9354,140,155,928,True,True
9355,12,344,661,False,False
9356,440,201,791,False,False
9357,133,482,464,False,True
9358,353,327,236,False,True
9359,90,58,846,True,True
9360,464,9,556,True,False
9361,285,321,813,True,True
9362,312,20,766,True,True
9363,339,267,693,False,False
9364,260,17,668,True,True
9365,431,32,538,True,False
9366,69,126,630,True,False
9367,472,297,672,True,False
9368,300,77,590,True,False
9369,89,270,363,True,False
9370,129,246,441,False,False
9371,294,46,819,False,False
9372,155,94,195,False,False
9373,291,148,15,True,False
9374,442,203,384,False,False
9375,366,379,433,False,False
9376,88,339,921,True,True
9377,315,163,407,False,True
9378,212,173,517,True,True
9379,218,63,768,True,True
9380,392,201,290,False,False
9381,248,282,735,True,True
9382,291,212,926,True,False
9383,120,191,948,False,True
9384,163,96,577,False,False
9385,482,374,909,False,True
9386,313,402,206,True,False
9387,313,19,494,True,False
9388,365,201,577,False,False
9389,315,33,115,True,True
9390,68,313,468,True,True
9391,399,386,957,True,False
9392,397,48,172,True,True
9393,115,250,823,False,True
9394,470,443,614,False,False
9395,170,210,820,True,True
9396,40,336,788,True,False
9397,452,282,882,True,False
9398,292,170,64,False,False
9399,441,256,149,False,True
9400,343,306,171,False,True
9401,208,304,521,False,False
9402,367,59,369,False,True
9403,60,432,859,True,False
9404,316,280,317,False,False
9405,332,434,644,False,False
9406,229,240,760,True,True
9407,359,204,222,True,True
9408,340,346,326,False,False
9409,124,421,781,True,False
9410,100,172,835,False,False
9411,326,298,732,False,True
9412,431,489,267,False,False
9413,216,257,470,True,False
9414,268,39,132,True,False
9415,115,89,726,True,False
9416,159,55,468,True,True
9417,276,403,285,True,True
9418,155,457,472,True,False
9419,54,492,588,True,True
9420,366,284,367,False,False
9421,435,167,713,True,False
9422,259,492,439,False,True
9423,386,301,640,True,False
9424,408,182,884,False,True
9425,27,205,839,True,False
9426,81,453,736,True,False
9427,253,269,225,False,False
9428,410,290,453,False,True
9429,478,184,129,True,False
9430,147,390,297,False,False
9431,371,104,214,True,True
9432,384,440,67,False,False
9433,169,397,838,False,True
9434,133,256,65,True,False
9435,24,430,26,False,True
9436,28,234,585,False,False
9437,192,153,118,True,True
9438,160,435,262,False,True
9439,333,176,24,True,False
9440,11,494,760,True,True
9441,346,343,855,True,False
9442,44,224,131,True,False
9443,5,436,554,False,False
9444,87,440,925,False,True
9445,58,186,998,True,False
9446,189,375,72,False,False
9447,458,141,623,False,True
9448,415,438,303,False,True
9449,463,412,286,True,True
9450,424,120,135,False,True
9451,10,196,683,True,False
9452,430,166,284,False,True
9453,208,370,224,True,False
9454,300,236,679,True,False
9455,258,85,11,False,True
9456,43,177,30,False,True
9457,57,436,731,True,True
9458,0,165,18,False,True
9459,135,375,888,True,False
9460,305,454,847,True,False
9461,18,5,617,True,False
9462,428,2,444,True,True
9463,86,367,677,True,False
9464,186,458,540,True,False
9465,80,105,601,False,False
9466,457,352,235,True,True
9467,76,389,804,False,False
9468,327,138,313,True,True
9469,232,52,212,True,True
9470,66,25,135,False,True
9471,454,321,176,True,True
9472,319,474,917,True,True
9473,194,444,554,False,False
9474,133,137,328,True,False
9475,404,161,25,False,True
9476,13,137,252,True,False
9477,208,334,796,True,False
9478,286,440,459,True,True
9479,312,347,357,True,True
9480,356,68,161,False,False
9481,116,396,644,False,False
9482,482,90,717,True,True
9483,485,44,813,True,True
9484,295,123,538,True,False
9485,467,253,167,False,False
9486,195,471,388,True,False
9487,24,103,843,False,False
9488,489,162,727,True,False
9489,358,120,177,True,True
9490,66,292,528,True,True
9491,474,271,740,True,True
9492,485,230,894,False,False
9493,61,143,945,True,False
9494,275,139,743,False,True
9495,74,251,390,True,False
9496,396,415,46,False,True
9497,242,118,143,False,False
9498,351,59,284,False,True
9499,199,34,986,True,False
9500,7,303,677,True,False
9501,284,399,993,True,True
9502,52,300,855,True,False
9503,300,80,988,True,False
9504,139,137,319,False,True
9505,153,498,236,False,True
9506,321,123,819,False,False
9507,189,112,700,True,False
9508,424,281,82,True,True
9509,253,209,37,True,True
9510,124,258,428,False,True
9511,268,311,752,True,False
9512,223,367,686,False,True
9513,210,324,630,True,False
9514,491,431,372,False,True
9515,298,258,295,False,False
9516,438,454,431,True,False
9517,173,334,920,True,True
9518,244,175,170,False,False
9519,481,284,65,True,False
9520,135,50,982,True,False
9521,71,160,348,False,False
9522,277,431,535,False,True
9523,173,255,9,True,True
9524,40,225,993,True,True
9525,377,398,480,False,True
9526,390,451,897,True,True
9527,190,86,673,True,True
9528,115,173,505,False,True
9529,459,365,79,False,False
9530,112,93,866,False,True
9531,378,451,270,False,True
9532,268,80,803,False,True
9533,113,442,353,False,False
9534,293,261,435,False,True
9535,15,120,101,True,True
9536,190,479,836,True,False
9537,317,18,694,True,True
9538,466,431,247,True,False
9539,459,174,416,False,False
9540,173,411,27,True,True
9541,119,241,570,True,False
9542,71,249,180,False,False
9543,392,315,996,False,True
9544,204,151,120,False,True
9545,386,73,677,True,False
9546,100,61,722,False,False
9547,88,237,617,True,False
9548,446,87,535,False,True
9549,147,390,770,True,True
9550,75,23,230,False,False
9551,410,388,367,False,False
9552,121,354,866,False,True
9553,376,217,25,False,True
9554,443,425,961,False,True
9555,98,172,265,True,False
9556,126,157,301,False,True
9557,27,474,817,True,True
9558,320,213,379,True,True
9559,439,212,660,True,False
9560,428,205,81,True,True
9561,93,33,302,False,True
9562,117,372,448,False,True
9563,439,152,702,False,False
9564,267,254,533,False,False
9565,466,138,722,False,False
9566,455,124,988,True,False
9567,419,380,756,False,True
9568,369,288,134,True,False
9569,106,299,318,False,False
9570,294,414,614,False,False
9571,416,224,219,True,True
9572,455,283,167,False,False
9573,246,101,277,True,True
9574,386,191,753,False,False
9575,194,237,449,True,False
9576,306,410,209,True,False
9577,369,329,466,False,False
9578,446,213,525,True,True
9579,239,173,848,True,True
9580,336,222,106,False,True
9581,194,149,428,False,True
9582,83,64,202,True,True
9583,437,1,134,True,False
9584,334,429,610,True,False
9585,144,370,440,True,True
9586,313,205,614,False,False
9587,113,55,642,True,True
9588,169,177,816,True,False
9589,242,45,861,False,True
9590,416,378,113,False,False
9591,286,363,581,False,True
9592,116,461,364,True,True
9593,303,128,762,False,True
9594,342,463,930,True,True
9595,479,447,822,False,True
9596,422,105,94,True,False
9597,78,361,172,True,True
9598,437,106,24,True,False
9599,485,41,174,False,True
9600,156,253,70,True,False
9601,296,49,363,True,False
9602,223,383,653,False,True
9603,312,322,812,True,False
9604,213,285,624,False,True
9605,212,244,888,True,False
9606,51,245,908,False,False
9607,241,105,581,False,True
9608,372,197,365,False,True
9609,155,375,693,False,False
9610,350,158,889,False,True
9611,371,377,801,False,False
9612,462,3,645,False,True
9613,27,216,582,False,True
9614,55,209,17,False,True
9615,152,60,718,False,False
9616,336,114,960,False,True
9617,178,470,360,True,False
9618,241,12,268,True,True
9619,14,162,840,True,False
9620,88,237,282,False,True
9621,3,245,13,False,False
9622,16,69,489,True,False
9623,480,148,21,True,False
9624,180,284,296,False,False
9625,78,446,181,True,False
9626,229,291,11,False,True
9627,237,321,567,True,False
9628,337,120,292,True,False
9629,226,388,692,False,False
9630,36,71,268,True,True
9631,325,495,752,True,False
9632,190,338,127,True,False
9633,485,46,628,True,False
9634,193,421,737,True,True
9635,490,190,320,False,False
9636,53,499,305,True,True
9637,230,42,359,True,True
9638,5,264,880,False,True
9639,44,294,601,False,False
9640,130,13,473,True,True
9641,269,287,567,True,False
9642,161,90,583,True,True
9643,55,323,201,True,False
9644,146,321,533,False,False
9645,69,65,214,True,True
9646,245,38,214,True,True
9647,479,323,504,False,True
9648,352,199,139,True,True
9649,265,11,193,False,True
9650,290,345,258,True,False
9651,10,209,73,False,False
9652,7,22,613,False,True
9653,371,37,528,True,True
9654,246,396,384,False,False
9655,201,493,290,False,False
9656,130,158,896,True,True
9657,262,99,555,False,False
9658,134,384,311,False,False
9659,36,144,669,True,True
9660,98,345,420,True,False
9661,145,365,605,False,False
9662,382,123,118,True,True
9663,243,44,952,False,False
9664,148,439,680,True,False
9665,26,367,306,False,False
9666,276,424,624,False,True
9667,367,346,311,False,False
9668,167,264,773,True,False
9669,439,356,474,True,False
9670,357,448,69,False,False
9671,141,210,144,True,True
9672,94,24,699,False,False
9673,286,403,575,True,True
9674,52,208,943,True,False
9675,310,202,659,False,False
9676,412,190,51,True,False
9677,469,453,615,False,True
9678,347,311,419,True,False
9679,209,464,148,False,False
9680,245,154,788,True,False
9681,146,155,945,True,False
9682,323,177,48,True,False
9683,152,388,759,True,True
9684,442,141,735,True,True
9685,236,339,107,True,True
9686,259,202,523,True,False
9687,234,282,857,True,True
9688,485,247,100,True,True
9689,19,270,698,True,False
9690,201,492,422,True,False
9691,65,497,660,True,False
9692,128,384,698,True,False
9693,80,377,782,False,False
9694,121,365,595,False,True
9695,105,389,618,True,True
9696,331,340,21,True,False
9697,240,472,313,True,True
9698,65,100,252,True,False
9699,89,473,920,True,True
9700,183,390,121,True,False
9701,460,202,451,True,True
9702,375,312,469,True,False
9703,390,330,547,False,True
9704,470,244,793,False,True
9705,165,363,20,False,False
9706,475,88,671,False,True
9707,270,129,505,False,True
9708,248,202,65,True,False
9709,402,430,587,True,False
9710,403,458,979,False,False
9711,385,153,980,True,False
9712,175,93,187,False,False
9713,64,17,612,False,False
9714,67,64,638,True,True
9715,235,192,702,False,False
9716,381,468,962,True,False
9717,225,489,357,True,True
9718,497,318,410,False,False
9719,353,384,763,True,True
9720,499,440,495,False,True
9721,258,329,672,True,False
9722,218,298,683,True,False
9723,279,255,324,True,True
9724,226,26,945,True,False
9725,123,129,935,True,True
9726,361,148,50,False,False
9727,265,244,32,True,True
9728,52,348,526,True,True
9729,132,378,368,True,False
9730,383,107,370,True,False
9731,410,420,939,False,False
9732,491,39,578,True,True
9733,151,299,496,True,True
9734,243,170,316,True,False
9735,317,163,59,True,False
9736,445,411,902,False,False
9737,311,473,723,True,True
9738,430,386,196,True,False
9739,226,44,695,True,True
9740,84,198,499,True,False
9741,368,257,406,True,False
9742,428,293,30,False,True
9743,239,309,615,False,True
9744,340,126,350,False,False
9745,68,38,665,False,True
9746,487,308,750,True,False
9747,152,25,934,False,False
9748,80,225,64,False,False
9749,10,471,540,True,False
9750,106,247,826,True,True
9751,297,331,958,False,False
9752,182,344,738,False,True
9753,387,20,808,True,False
9754,399,281,623,False,True
9755,452,87,743,False,True
9756,395,372,166,False,True
9757,433,129,932,False,False
9758,301,21,680,True,False
9759,220,86,816,True,False
9760,90,441,82,True,True
9761,124,180,71,False,True
9762,57,141,662,True,False
9763,293,278,907,False,True
9764,437,300,148,False,False
9765,57,172,88,False,False
9766,49,396,234,False,False
9767,280,493,481,False,True
9768,357,433,379,True,True
9769,242,344,541,True,True
9770,305,449,697,False,False
9771,497,83,446,True,False
9772,74,100,381,False,True
9773,274,462,880,False,True
9774,482,202,710,True,True
9775,396,1,188,True,False
9776,118,5,954,True,False
9777,130,424,882,True,False
9778,181,352,903,False,True
9779,353,344,734,True,True
9780,230,388,152,True,False
9781,70,420,504,False,True
9782,107,329,927,False,True
9783,18,330,531,True,True
9784,339,258,219,True,True
9785,36,148,437,False,False
9786,149,424,665,False,True
9787,122,93,980,True,False
9788,228,383,957,True,False
9789,404,101,513,True,False
9790,212,434,700,True,False
9791,58,48,741,True,False
9792,198,194,665,False,True
9793,299,267,223,False,False
9794,104,80,246,True,False
9795,196,359,438,True,True
9796,386,72,960,False,True
9797,60,199,173,True,True
9798,9,18,258,True,False
9799,349,242,687,True,True
9800,249,121,70,True,False
9801,70,217,573,False,False
9802,368,467,129,True,False
9803,458,494,706,True,True
9804,494,54,3,True,True
9805,300,220,796,True,False
9806,411,308,346,False,False
9807,246,99,735,True,True
9808,454,160,397,False,True
9809,160,194,953,False,False
9810,211,372,33,True,True
9811,178,462,468,True,True
9812,370,288,754,True,True
9813,306,34,452,False,True
9814,143,38,381,False,True
9815,426,268,941,False,True
9816,276,198,516,True,True
9817,486,72,768,True,True
9818,468,92,81,True,True
9819,189,434,381,False,True
9820,193,166,120,False,True
9821,227,450,302,False,True
9822,13,9,79,False,False
9823,240,207,436,True,True
9824,238,133,182,True,True
9825,402,441,680,True,False
9826,417,35,394,False,False
9827,475,89,542,True,False
9828,405,159,929,True,True
9829,428,202,545,True,True
9830,450,132,889,False,True
9831,179,48,574,False,False
9832,431,9,443,False,True
9833,329,368,148,False,False
9834,201,427,95,False,False
9835,294,97,659,False,False
9836,88,58,576,True,False
9837,363,392,662,True,False
9838,321,160,420,True,False
9839,337,261,503,False,False
9840,14,246,605,False,False
9841,362,206,678,False,False
9842,110,171,137,False,True
9843,289,42,846,True,True
9844,303,408,990,False,False
9845,215,223,25,False,True
9846,66,161,606,False,True
9847,464,313,754,True,True
9848,203,128,365,False,True
9849,160,19,339,False,False
9850,156,32,784,True,True
9851,462,235,397,False,True
9852,376,213,877,False,True
9853,72,320,488,False,False
9854,279,335,564,True,True
9855,91,136,678,False,False
9856,22,98,798,False,True
9857,434,447,173,True,True
9858,459,55,390,True,False
9859,67,16,639,True,False
9860,124,280,439,False,True
9861,2,336,603,True,False
9862,473,369,824,True,False
9863,161,95,675,True,False
9864,86,171,278,True,True
9865,368,47,400,True,True
9866,16,394,266,True,True
9867,255,95,60,True,True
9868,26,457,835,False,False
9869,469,397,470,True,False
9870,260,425,783,True,True
9871,280,46,833,False,True
9872,113,469,194,True,True
9873,405,351,26,False,True
9874,220,466,866,False,True
9875,246,15,357,True,True
9876,423,471,762,False,True
9877,343,457,827,True,False
9878,46,499,756,False,True
9879,329,247,766,True,True
9880,421,36,633,False,True
9881,355,332,905,True,False
9882,102,35,593,True,True
9883,255,459,538,True,False
9884,203,45,954,True,False
9885,275,454,403,False,False
9886,464,467,51,True,False
9887,354,344,628,True,False
9888,189,7,215,False,True
9889,393,350,500,True,False
9890,60,443,700,True,False
9891,146,411,717,True,True
9892,10,133,128,False,False
9893,243,166,301,False,True
9894,103,414,470,True,False
9895,35,259,461,False,False
9896,481,68,11,False,True
9897,141,308,403,False,False
9898,312,419,155,True,True
9899,52,434,379,True,True
9900,160,86,238,True,False
9901,58,128,928,True,True
9902,400,0,531,True,True
9903,121,364,726,True,False
9904,453,77,192,True,False
9905,167,193,670,False,True
9906,345,203,421,True,True
9907,177,184,984,True,False
9908,422,433,502,True,True
9909,148,136,587,True,False
9910,293,474,239,True,True
9911,408,295,837,True,True
9912,169,362,288,True,False
9913,145,113,128,False,False
9914,475,381,932,False,False
9915,335,129,947,False,False
9916,51,98,623,False,True
9917,94,17,122,True,True
9918,372,257,58,True,True
9919,221,191,589,False,True
9920,154,169,778,False,False
9921,23,197,693,False,False
9922,148,265,429,True,True
9923,447,119,984,True,False
9924,392,264,186,False,False
9925,38,489,710,True,True
9926,20,123,787,True,False
9927,181,102,551,True,True
9928,339,60,622,False,True
9929,155,186,38,False,False
9930,100,134,541,True,True
9931,294,218,837,True,True
9932,392,322,432,False,True
9933,260,85,503,False,False
9934,100,368,942,False,True
9935,365,307,492,False,False
9936,338,37,783,True,True
9937,463,321,827,True,False
9938,444,466,734,True,True
9939,230,469,703,False,True
9940,256,446,491,True,False
9941,398,450,387,True,False
9942,437,219,996,False,True
9943,429,27,828,False,True
9944,423,100,842,False,True
9945,134,201,972,True,False
9946,334,113,781,True,False
9947,66,425,385,True,False
9948,419,9,464,False,True
9949,214,35,407,False,True
9950,400,126,851,True,True
9951,145,1,985,True,True
9952,122,460,632,True,True
9953,254,191,556,True,False
9954,250,319,341,True,False
9955,158,277,947,False,False
9956,363,479,339,False,False
9957,300,44,185,True,False
9958,436,77,283,True,True
9959,387,208,823,False,True
9960,159,4,51,True,False
9961,374,263,431,True,False
9962,87,54,748,True,True
9963,58,182,831,False,False
9964,250,187,330,True,False
9965,301,492,814,False,False
9966,498,437,686,False,True
9967,348,419,610,True,False
9968,434,276,4,False,True
9969,271,485,415,False,True
9970,340,223,657,True,False
9971,103,498,894,False,False
9972,239,256,286,True,True
9973,244,242,465,False,True
9974,15,457,152,True,False
9975,184,218,970,False,True
9976,278,91,34,False,False
9977,105,382,575,True,True
9978,64,444,997,True,False
9979,308,441,57,False,False
9980,21,152,834,False,True
9981,471,184,647,True,True
9982,104,267,744,True,False
9983,280,349,672,True,False
9984,53,187,899,False,False
9985,28,460,828,False,True
9986,348,357,499,True,False
9987,148,278,620,False,True
9988,200,118,576,True,False
9989,287,256,459,True,True
9990,224,358,652,True,True
9991,67,241,702,False,False
9992,77,311,832,True,False
9993,15,317,458,True,False
9994,17,271,677,True,False
9995,224,225,617,True,False
9996,489,335,72,False,False
9997,41,153,41,True,False
9998,235,304,804,False,False
9999,470,25,158,True,True
10000,106,231,221,False,False
10001,75,138,575,True,True
10002,11,384,333,False,False
10003,447,54,225,False,False
10004,287,6,112,False,True
10005,493,107,537,True,False
10006,105,244,30,False,True
10007,286,198,319,False,True
10008,480,385,55,True,True
10009,276,356,146,False,True
10010,325,15,160,True,False
10011,62,214,712,False,False
10012,297,159,86,False,False
10013,238,448,164,True,True
10014,72,138,887,False,True
10015,380,335,516,True,True
10016,301,411,670,False,True
10017,124,136,334,True,True
10018,80,365,346,False,False
10019,35,356,191,False,True
10020,468,364,467,False,True
10021,313,30,591,True,True
10022,12,46,312,False,True
10023,296,340,717,True,True
10024,287,23,503,False,False
10025,109,226,298,True,False
10026,249,413,301,False,True
10027,252,174,306,False,False
10028,318,195,861,False,True
10029,248,78,639,True,False
10030,463,92,394,False,False
10031,382,177,158,True,True
10032,36,194,807,False,False
10033,191,470,507,True,False
10034,443,214,919,True,True
10035,324,20,338,False,True
10036,154,484,684,False,True
10037,347,450,178,True,True
10038,464,174,279,False,True
10039,27,258,331,True,False
10040,456,10,755,True,True
10041,341,406,716,False,True
10042,281,289,571,False,False
10043,427,260,907,False,True
10044,71,447,215,False,True
10045,271,241,783,True,True
10046,386,25,966,False,False
10047,136,79,588,True,True
10048,288,205,610,True,False
10049,332,233,147,True,True
10050,141,284,381,False,True
10051,367,6,913,True,False
10052,359,476,205,False,True
10053,177,284,633,False,True
10054,423,378,459,True,True
10055,340,412,500,True,False
10056,45,329,40,False,False
10057,264,296,578,True,True
10058,283,392,243,False,True
10059,57,477,812,True,False
10060,388,365,966,False,False
10061,238,397,462,True,True
10062,88,237,249,True,True
10063,333,317,781,True,False
10064,311,228,325,True,True
10065,467,208,299,False,False
10066,162,153,890,False,False
10067,402,129,810,False,False
10068,314,362,947,False,False
10069,108,248,454,False,True
10070,260,190,898,True,False
10071,284,160,293,False,True
10072,479,380,298,True,False
10073,94,377,844,True,False
10074,377,479,737,True,True
10075,391,240,679,True,False
10076,97,258,324,True,True
10077,423,482,603,True,False
10078,422,158,121,True,False
10079,415,195,562,True,False
10080,368,242,968,True,True
10081,57,102,90,True,False
10082,200,328,851,True,True
10083,149,239,83,False,False
10084,199,121,563,True,False
10085,300,133,406,True,False
10086,54,88,995,False,False
10087,330,337,667,False,False
10088,201,433,578,True,True
10089,61,53,985,True,True
10090,239,146,823,False,True
10091,404,341,685,True,False
10092,357,466,562,True,False
10093,197,439,996,False,True
10094,349,95,500,True,False
10095,68,319,171,False,True
10096,6,456,852,True,False
10097,71,313,411,True,False
10098,308,102,182,True,True
10099,242,19,876,True,True
10100,297,246,186,False,False
10101,411,317,646,True,True
10102,275,495,264,False,True
10103,112,386,918,True,True
10104,451,330,667,False,False
10105,441,21,487,True,False
10106,71,67,714,True,True
10107,360,20,10,True,False
10108,123,109,318,False,False
10109,315,432,450,False,False
10110,142,105,197,True,True
10111,488,449,664,False,False
10112,110,194,335,True,False
10113,343,71,608,True,True
10114,489,122,208,True,True
10115,326,132,138,False,True
10116,356,374,182,True,True
10117,355,50,537,True,False
10118,240,85,793,False,True
10119,352,8,116,True,False
10120,201,189,745,False,False
10121,130,487,386,False,False
10122,17,138,841,True,False
10123,338,170,846,True,True
10124,26,386,248,True,True
10125,10,95,110,False,True
10126,338,353,896,True,True
10127,200,338,396,False,False
10128,340,244,904,True,False
10129,30,48,58,True,True
10130,317,146,842,False,True
10131,65,440,267,False,False
10132,229,353,70,True,False
10133,150,207,372,False,True
10134,365,163,254,False,True
10135,211,329,425,False,False
10136,395,295,696,True,False
10137,471,174,118,True,True
10138,280,427,866,False,True
10139,402,18,727,True,False
10140,229,461,444,True,True
10141,382,324,256,False,True
10142,290,4,420,True,False
10143,85,184,575,True,True
10144,426,232,799,True,True
10145,161,128,124,True,False
10146,290,476,86,False,False
10147,436,236,490,True,False
10148,29,365,54,True,True
10149,231,395,477,False,True
10150,189,325,76,True,True
10151,111,175,144,True,True
10152,14,302,701,False,False
10153,169,209,535,False,True
10154,455,125,494,True,False
10155,475,14,949,False,False
10156,494,335,711,True,False
10157,356,110,804,False,False
10158,254,348,952,False,False
10159,489,264,733,True,True
10160,196,301,799,True,True
10161,420,307,959,False,False
10162,200,211,155,True,True
10163,290,343,280,False,False
10164,76,322,701,False,False
10165,70,459,764,True,True
10166,357,204,486,False,False
10167,85,480,661,False,False
10168,224,310,855,True,False
10169,241,173,287,False,False
10170,201,37,639,True,False
10171,418,304,284,False,True
10172,66,117,148,False,False
10173,54,177,389,True,False
10174,362,484,420,True,False
10175,438,274,25,False,True
10176,417,132,711,True,False
10177,52,222,83,False,False
10178,321,35,378,False,False
10179,241,101,849,True,True
10180,452,230,146,False,True
10181,104,91,191,False,True
10182,345,58,228,False,False
10183,280,198,634,False,False
10184,98,32,278,True,True
10185,354,305,515,True,False
10186,236,401,282,False,True
10187,386,207,576,True,False
10188,27,298,321,True,True
10189,399,425,435,False,True
10190,35,14,393,True,False
10191,297,424,6,False,False
10192,183,351,654,True,False
10193,316,378,925,False,True
10194,410,231,463,False,False
10195,76,228,99,False,False
10196,63,316,478,True,False
10197,35,29,764,True,True
10198,367,287,194,True,True
10199,201,464,612,False,False
10200,215,169,664,False,False
10201,81,182,963,False,True
10202,430,233,148,False,False
10203,216,433,522,True,True
10204,483,13,674,True,True
10205,277,495,579,True,True
10206,409,395,233,False,False
10207,249,194,770,True,True
10208,313,115,16,False,True
10209,450,58,358,True,True
10210,165,72,125,True,False
10211,377,95,56,True,True
10212,90,114,182,True,True
10213,364,35,427,False,False
10214,131,93,508,True,False
10215,241,73,13,False,False
10216,177,178,506,False,False
10217,243,329,706,True,True
10218,185,187,735,True,True
10219,368,101,249,True,True
10220,343,288,601,False,False
10221,404,249,607,False,False
10222,16,261,70,True,False
10223,209,168,16,False,True
10224,107,432,210,False,False
10225,41,107,748,True,True
10226,229,202,232,True,False
10227,292,319,179,False,False
10228,319,338,179,False,False
10229,340,267,863,True,False
10230,441,409,706,True,True
10231,442,197,987,False,True
10232,118,19,9,True,True
10233,405,62,576,True,False
10234,348,224,18,False,True
10235,100,218,828,False,True
10236,321,325,270,False,True
10237,115,348,520,False,False
10238,474,169,352,True,False
10239,255,239,235,True,True
10240,311,265,801,False,False
10241,426,437,406,True,False
10242,380,87,513,True,False
10243,195,240,772,True,False
10244,262,383,168,False,False
10245,386,56,407,False,True
10246,471,406,919,True,True
10247,320,250,10,True,False
10248,163,263,214,True,True
10249,141,189,629,False,False
10250,187,72,752,True,False
10251,497,130,676,True,False
10252,36,39,286,True,True
10253,203,91,160,True,False
10254,438,199,847,True,False
10255,13,206,804,False,False
10256,196,212,118,True,True
10257,221,191,63,False,False
10258,273,153,772,True,False
10259,352,326,499,True,False
10260,59,183,719,False,True
10261,128,429,971,True,False
10262,129,431,765,False,False
10263,61,269,432,False,True
10264,7,474,101,True,True
10265,90,446,551,True,True
10266,451,480,384,False,False
10267,234,123,286,True,True
10268,249,145,760,True,True
10269,427,234,366,True,True
10270,18,236,409,False,False
10271,358,183,635,True,False
10272,293,92,867,False,False
10273,447,250,210,False,False
10274,194,45,825,False,False
10275,372,90,526,True,True
10276,237,466,766,True,True
10277,466,498,577,False,False
10278,143,493,870,False,True
10279,344,55,345,False,True
10280,430,333,290,False,False
10281,367,231,108,True,True
10282,72,473,54,True,True
10283,455,71,244,False,False
10284,355,317,74,False,True
10285,257,297,179,False,False
10286,80,307,456,False,True
10287,42,383,505,False,True
10288,448,14,96,False,False
10289,194,437,587,True,False
10290,40,207,653,False,True
10291,338,262,82,True,True
10292,449,224,792,False,False
10293,61,31,254,False,True
10294,209,398,5,True,False
10295,207,492,900,False,True
10296,225,206,832,True,False
10297,63,235,690,False,True
10298,339,491,832,True,False
10299,314,371,131,True,False
10300,292,442,199,True,True
10301,498,356,319,False,True
10302,327,344,732,False,True
10303,471,214,707,True,True
10304,445,110,935,True,True
10305,87,126,957,True,False
10306,404,357,818,False,False
10307,350,253,816,True,False
10308,106,354,85,True,True
10309,455,145,919,True,True
10310,57,359,964,False,False
10311,410,317,836,True,False
10312,5,453,470,True,False
10313,360,241,250,False,False
10314,194,66,874,False,True
10315,304,72,756,False,True
10316,28,402,936,True,False
10317,79,151,646,True,True
10318,17,449,85,True,True
10319,435,269,272,False,True
10320,343,486,536,False,False
10321,259,24,351,True,True
10322,340,375,696,True,False
10323,368,168,921,True,True
10324,223,121,795,True,True
10325,63,211,200,True,True
10326,186,104,100,True,True
10327,44,358,530,True,False
10328,55,332,788,True,False
10329,151,353,12,True,False
10330,345,438,568,False,True
10331,419,116,302,False,True
10332,411,104,930,True,True
10333,252,231,973,False,False
10334,155,488,169,False,False
10335,410,266,792,False,False
10336,374,220,789,False,True
10337,459,104,351,True,True
10338,356,474,207,False,True
10339,301,162,338,False,True
10340,445,156,539,True,False
10341,386,34,757,True,False
10342,388,386,984,True,False
10343,291,282,836,True,False
10344,268,138,855,True,False
10345,329,27,520,False,False
10346,451,201,941,False,True
10347,15,359,996,False,True
10348,217,172,755,True,True
10349,358,259,444,True,True
10350,407,126,250,False,False
10351,133,284,791,False,False
10352,188,238,179,False,False
10353,335,266,306,False,False
10354,273,235,715,False,True
10355,205,458,507,True,False
10356,244,395,697,False,False
10357,49,314,835,False,False
10358,315,1,625,False,True
10359,307,28,660,True,False
10360,442,12,551,True,True
10361,63,304,356,True,True
10362,169,279,21,True,False
10363,300,441,35,True,True
10364,197,52,720,True,True
10365,166,232,669,True,True
10366,230,421,74,False,True
10367,16,451,875,False,True
10368,360,336,908,False,False
10369,369,21,790,False,True
10370,440,136,67,False,False
10371,472,237,749,False,True
10372,341,178,294,False,True
10373,495,211,894,False,False
10374,293,81,209,True,False
10375,180,213,591,True,True
10376,144,64,371,False,True
10377,354,469,277,True,True
10378,305,189,391,True,False
10379,54,219,445,True,True
10380,389,65,818,False,False
10381,385,244,525,True,True
10382,5,53,146,False,True
10383,32,45,831,False,False
10384,114,84,880,False,True
10385,319,489,923,True,True
10386,213,129,45,True,False
10387,137,396,534,True,True
10388,256,189,431,True,False
10389,284,460,52,False,True
10390,46,141,644,False,False
10391,189,431,760,True,True
10392,497,26,313,True,True
10393,492,241,838,False,True
10394,341,360,430,False,True
10395,8,277,682,True,True
10396,459,322,760,True,True
10397,445,2,416,False,False
10398,215,46,457,True,False
10399,447,287,771,True,True
10400,486,152,645,False,True
10401,89,465,600,True,False
10402,118,39,973,False,False
10403,35,279,995,False,False
10404,91,337,810,False,False
10405,430,36,524,False,True
10406,345,458,47,True,True
10407,173,473,591,True,True
10408,354,465,792,False,False
10409,294,69,93,True,False
10410,198,396,121,True,False
10411,94,282,574,False,False
10412,231,182,315,True,True
10413,54,126,46,False,True
10414,428,118,592,False,False
10415,151,128,435,False,True
10416,131,261,949,False,False
10417,378,439,530,True,False
